"recommendationid","steamid","num_games_owned","num_reviews","playtime_forever_min","playtime_last_two_weeks_min","playtime_at_review_min","last_played","language","review","timestamp_created","timestamp_updated","voted_up","votes_up","votes_funny","weighted_vote_score","comment_count","steam_purchase","received_for_free","written_during_early_access","hidden_in_steam_china","steam_china_location"
"223908193","76561198354745992","0","1","4955","171","4953","1776949980","english","Gambling > Playing","1776949693","1776949693","False","1","1","0.5","0","True","False","False","",""
"223908395","76561199403356754","27","3","55160","559","55155","1776953970","english","Ngl sometimes gamę us awsome sometimes suck","1776949909","1776949909","True","0","0","0.5","0","True","False","False","",""
"223908537","76561199699954125","0","1","5485","692","5395","1776955459","english","very good","1776950070","1776950070","True","0","0","0.5","0","True","False","False","",""
"223908598","76561198027682742","32","2","111994","20002","111994","1776950028","english","GAGAGAGHHA","1776950122","1776950122","True","0","0","0.5","0","True","False","False","",""
"223908854","76561199654849739","0","3","7886","1218","7818","1776954600","english","More russians","1776950409","1776950409","True","0","0","0.5","0","True","False","False","",""
"223908875","76561199089608706","34","2","2041","261","1946","1776956335","english","good game (so many cheaters tho)","1776950428","1776950428","True","0","0","0.5","0","True","False","False","",""
"223909026","76561198778118926","0","1","14749","1814","14749","1776886390","english","Great way to learn russian and develop heart problems. 10/10","1776950587","1776950587","True","1","0","0.523809552192687988","0","True","False","False","",""
"223909060","76561198028002740","30","2","115858","19999","115858","1776950562","english","HAHAHAH","1776950615","1776950615","True","0","0","0.5","0","True","False","False","",""
"223909208","76561198956246123","0","1","1354","205","1336","1776952210","english","bingo bango bongo bish bash bosh","1776950757","1776950757","True","0","0","0.5","0","True","False","False","",""
"223909255","76561199656503958","6","1","412","38","411","1776950860","english","good game","1776950800","1776950800","True","0","0","0.5","0","True","False","False","",""
"223909428","76561198732873341","0","1","9528","3738","9528","1776955237","english","Good game 
","1776950982","1776950982","True","0","0","0.5","0","True","False","False","",""
"223909514","76561197963403354","9","1","358","358","307","1776955233","english","go","1776951059","1776951059","True","0","0","0.5","0","True","False","False","",""
"223909597","76561199543507700","8","1","12997","2426","12968","1776953347","english","THE BEST GAME EVER!!","1776951142","1776951142","True","1","0","0.523809552192687988","1","True","False","False","",""
"223909623","76561199818009737","0","2","403","306","342","1776954859","english","great game. might be the best fps game.","1776951169","1776951169","True","0","0","0.5","0","True","False","False","",""
"223909682","76561198023279344","30","2","110375","19888","110375","1776951183","english","GGG","1776951229","1776951229","True","0","0","0.5","0","True","False","False","",""
"223909714","76561198324328958","0","1","10336","2408","10240","1776956362","english","Fun Game.","1776951256","1776951256","True","0","0","0.5","0","True","False","False","",""
"223909749","76561198791597717","5","1","3192","1490","3187","1776951595","english","Vary good game 
","1776951309","1776951309","True","0","0","0.5","0","True","False","False","",""
"223910112","76561198764013073","7","1","18781","9344","18721","1776955140","english","Bring back csgo bhops","1776951682","1776951682","True","0","1","0.5","0","True","False","False","",""
"223910150","76561198027347522","30","2","115632","19963","115632","1776951686","english","REW","1776951718","1776951718","True","0","0","0.5","0","True","False","False","",""
"223910314","76561199340117726","0","1","18503","400","18438","1776955748","english","nbbbbbbbbbbbbbbbbb","1776951878","1776951878","True","0","0","0.5","0","True","False","False","",""
"223910412","76561198421169224","4","1","3130","459","3070","1776955312","english","much wow, i approve of this game","1776951972","1776951972","True","1","0","0.523809552192687988","0","True","False","False","",""
"223910443","76561198031359912","30","2","113598","19852","113598","1776951969","english","REeeEE","1776952010","1776952010","True","0","0","0.5","0","True","False","False","",""
"223910519","76561198790482950","5","1","31549","1174","31549","1776886620","english","676767 tuff game","1776952071","1776952071","True","0","0","0.5","0","True","False","False","",""
"223910647","76561198287631842","0","1","67551","472","67551","1776868530","english",".","1776952207","1776952207","True","0","0","0.5","0","True","False","False","",""
"223910747","76561198776812327","1","1","763","209","754","1776952880","english","good","1776952299","1776952299","True","0","0","0.5","0","True","False","False","",""
"223910774","76561198019311048","30","2","114266","19977","114266","1776952307","english",">??>././","1776952327","1776952327","True","0","0","0.5","0","True","False","False","",""
"223911274","76561198730061202","0","1","2038","906","2038","1776952788","english","Good game i met a lot of russians
","1776952838","1776952838","True","0","0","0.5","0","True","False","False","",""
"223911483","76561199205228782","0","1","8314","755","8284","1776954848","english","Nice","1776953070","1776953070","True","0","0","0.5","0","True","False","False","",""
"223911493","76561199488943107","0","1","1221","0","1221","1769414722","english","Goat","1776953085","1776953085","True","0","0","0.5","0","True","False","False","",""
"223911636","76561198963608852","68","2","77302","1437","77302","1776901060","english","Be respectful of others and avoid conflicts. Prioritize fun and camaraderie. When you lose or play poorly, analyze your mistakes and focus on improvement without blaming yourself. Communicating with your teammates and playing strategically are key to winning. Don't forget to use your microphone.","1776953245","1776954935","True","0","0","0.5","0","True","False","False","",""
"223911818","76561199246686167","1","1","10475","522","10436","1776956390","english","Very good game","1776953422","1776953422","True","0","0","0.5","0","True","False","False","",""
"223911955","76561199883646509","0","1","36064","1971","36053","1776956202","english","Lauda game ++++
Vac is a Joke +++++
But CS2 has my ❤️ 
","1776953530","1776953530","True","0","0","0.5","0","True","False","False","",""
"223911972","76561198340615403","124","3","13293","75","13254","1776955162","english","bad addition of magazines. why fix something that does not need fixing","1776953543","1776953543","False","0","0","0.5","0","True","False","False","",""
"223911976","76561199214071431","0","1","3173","1503","3143","1776955336","english","very good","1776953544","1776953544","True","0","0","0.5","0","True","False","False","",""
"223912045","76561198023888173","25","2","115467","20073","115467","1776953476","english","GFGfg","1776953612","1776953612","True","0","0","0.5","0","True","False","False","",""
"223912562","76561198347483260","35","2","59980","2391","59980","1776911828","english","wow","1776954076","1776954076","True","0","0","0.5","0","True","False","False","",""
"223912568","76561198786900469","0","1","296","198","269","1776955668","english","tare jocu pana dai de codati, futui in gura 
","1776954082","1776954082","True","0","0","0.5","0","True","False","False","",""
"223912599","76561199714966750","0","1","1470","1463","1428","1776954931","english","goooood game
","1776954109","1776954109","True","0","0","0.5","0","True","False","False","",""
"223912663","76561198089743926","0","4","2359","2269","2359","1776953812","english","Wow, what a toxic community! If you have a thick skin and don't mind getting yelled at or kicked out of matches because you're new to the game and play without friends, great game, 5 stars! :D","1776954177","1776954177","True","0","0","0.5","0","True","False","False","",""
"223912814","76561198366589026","38","5","13956","0","13956","1756151102","english","very tuff game i reccomend","1776954323","1776954323","True","0","0","0.5","0","True","False","False","",""
"223912867","76561199825006928","3","1","13162","1559","13131","1776956203","english","b jk/","1776954372","1776954372","True","0","0","0.5","0","True","False","False","",""
"223913076","76561198767161607","0","7","833","197","833","1776610753","english","I LOVE CHEATERS","1776954570","1776954570","True","0","0","0.5","0","True","False","False","",""
"223913093","76561199223656627","53","4","743","210","713","1776955935","english","valodan iyi gibi","1776954583","1776954583","True","0","0","0.5","0","True","False","False","",""
"223913333","76561199420843101","0","2","191","181","191","1776954752","english","idk honeslty boring asf
","1776954786","1776954786","True","0","0","0.5","0","True","False","False","",""
"223913460","76561199855132329","0","1","7087","1750","7075","1776955059","english","when i open this game i was exited to play it then i wanted to kill myself","1776954897","1776954897","False","0","0","0.5","0","True","False","False","",""
"223913664","76561198724863711","0","1","598","275","589","1776955637","english","Such a fun game!","1776955097","1776955097","True","0","0","0.5","0","True","False","False","",""
"223913735","76561198986502240","66","1","15699","3658","15699","1776953739","english","best games","1776955166","1776955166","True","1","0","0.523809552192687988","0","True","False","False","",""
"223913801","76561198881970747","0","7","35524","1154","35524","1776955231","english","horrible","1776955224","1776955224","False","0","0","0.5","0","True","False","False","",""
"223913965","76561198724562397","0","1","2175","162","2175","1776955322","english","This game would be great if they only banned all russians from EU servers. Its unplayabe because of all the russian players ragehacking and Valve does nothing about it.","1776955376","1776955376","False","0","0","0.5","0","True","False","False","",""
"223914023","76561199096991744","2","1","2260","860","2260","1776951504","english","Ss","1776955441","1776955441","True","0","0","0.5","0","True","False","False","",""
"223914126","76561199500944729","0","2","4567","0","4567","1765836859","english","Just play source","1776955539","1776955539","False","0","0","0.5","0","True","False","False","",""
"223914217","76561199862308713","0","5","217","214","217","1776583214","english","headshut
","1776955615","1776955615","True","0","0","0.5","0","True","False","False","",""
"223914452","76561198780658686","21","1","1391","643","1391","1776932274","english","This game is my identity","1776955840","1776955840","True","0","0","0.5","0","True","False","False","",""
"223914471","76561197977889324","0","1","199","199","199","1776889291","english","cheater fest","1776955854","1776955854","True","0","0","0.5","0","True","False","False","",""
"223914475","76561198780816120","39","1","1345","641","1345","1776920732","english","Не для всех","1776955855","1776955855","True","0","0","0.5","0","True","False","False","",""
"223914479","76561198780799343","32","1","1337","640","1337","1776920732","english","Купил ради достижений","1776955859","1776955859","True","0","0","0.5","0","True","False","False","",""
"223914514","76561198263889332","32","3","22865","3329","22865","1776955341","english","Best drug i've ever tried.","1776955897","1776955897","True","0","0","0.5","0","True","False","False","",""
"223914546","76561198753879741","15","1","871","558","871","1776937214","english","Геймплей затягивает","1776955936","1776955936","True","0","0","0.5","0","True","False","False","",""
"223914560","76561198091480323","87","1","143131","0","143131","1774530221","english","csgo","1776955950","1776955950","False","0","0","0.5","0","True","False","False","",""
"223914603","76561198788410641","20","1","5560","600","5560","1776708929","english","My sleep: forgotten","1776955988","1776955988","True","0","0","0.5","0","True","False","False","",""
